"INDICATOR","HFA_1"

"HFA_1","Mid-year population, by sex"

"UNIT_TYPE","Unit"
"NUM_PERS","number of persons"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"
"CAH","Child and Adolescent Health and Development Strategy Indicators"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"RUS","","ALL","1982","140067000"
"RUS","","ALL","1983","141056000"
"RUS","","ALL","1984","142061000"
"RUS","","ALL","1985","143033000"
"RUS","","ALL","1986","144156000"
"RUS","","ALL","1987","145386000"
"RUS","","ALL","1988","146493700"
"RUS","","ALL","1989","147330600"
"RUS","","ALL","1990","147913000"
"RUS","","ALL","1991","148244800"
"RUS","","ALL","1992","148310200"
"RUS","","ALL","1993","148145900"
"RUS","","ALL","1994","148407912"
"RUS","","ALL","1995","148375787"
"RUS","","ALL","1996","148160129"
"RUS","","ALL","1997","147915361"
"RUS","","ALL","1998","147670784"
"RUS","","ALL","1999","147214776"
"RUS","","ALL","2000","146596869"
"RUS","","ALL","2001","145976482"
"RUS","","ALL","2002","145306497"
"RUS","","ALL","2003","143452532"
"RUS","","ALL","2004","143821213"
"RUS","","ALL","2005","143113885"
"RUS","","ALL","2006","142487260"
"RUS","","ALL","2007","142114904"
"RUS","","ALL","2008","141956409"
"RUS","","ALL","2009","141909244"
"RUS","","ALL","2010","142849468"
"RUS","","ALL","2011","142960908"
"RUS","","ALL","2012","143201721"
"RUS","","ALL","2013","143506995"
"RUS","","ALL","2014","146090613"
"RUS","","ALL","2015","146405999"
"RUS","","ALL","2016","146674541"
"RUS","","ALL","2017","146842402"
"RUS","","ALL","2018","146830576"
"RUS","","ALL","2019","146764655"
"RUS","","ALL","2020","146459803"
"RUS","","ALL","2021","146171015"
"RUS","","ALL","2022","144713314"
"RUS","","ALL","2023","144713314"
"","SEEHN","ALL","1985","59547106"
"","SEEHN","ALL","1986","59924885"
"","SEEHN","ALL","1987","60339777.5"
"","SEEHN","ALL","1988","60747661.5"
"","SEEHN","ALL","1989","61000781"
"","SEEHN","ALL","1990","61268750.5"
"","SEEHN","ALL","1991","61228689"
"","SEEHN","ALL","1992","60686512.8"
"","SEEHN","ALL","1993","60539850.6"
"","SEEHN","ALL","1994","60506912.4"
"","SEEHN","ALL","1995","60455522.2"
"","SEEHN","ALL","1996","60347500"
"","SEEHN","ALL","1997","60046292"
"","SEEHN","ALL","1998","57614975"
"","SEEHN","ALL","1999","57768882"
"","SEEHN","ALL","2000","57958650"
"","SEEHN","ALL","2001","57374968"
"","SEEHN","ALL","2002","57839941"
"","SEEHN","ALL","2003","56902194"
"","SEEHN","ALL","2004","57021483"
"","SEEHN","ALL","2005","56908455"
"","SEEHN","ALL","2006","56759617"
"","SEEHN","ALL","2007","56743732"
"","SEEHN","ALL","2008","56822251"
"","SEEHN","ALL","2009","56874956"
"","SEEHN","ALL","2010","56873304"
"","SEEHN","ALL","2011","56755917.5"
"","SEEHN","ALL","2012","56712124.3"
"","SEEHN","ALL","2013","57838320.3"
"","SEEHN","ALL","2014","57559481"
"","SEEHN","ALL","2015","56851358"
"","SEEHN","ALL","2016","56839679"
"","SEEHN","ALL","2017","56790011"
"","SEEHN","ALL","2018","56800537"
"","SEEHN","ALL","2019","56775936"
"","SEEHN","ALL","2020","56818797.5"
"","SEEHN","ALL","2021","53832648.1"
"","SEEHN","ALL","2022","54405944"
"","SEEHN","ALL","2023","54405944"
"","SMALL","ALL","1991","2321877"
"","SMALL","ALL","1992","2358444"
"","SMALL","ALL","1993","2394508"
"","SMALL","ALL","1994","2424894"
"","SMALL","ALL","1995","2450748"
"","SMALL","ALL","1996","2475654"
"","SMALL","ALL","1997","2499734"
"","SMALL","ALL","1998","2525601"
"","SMALL","ALL","1999","2548739"
"","SMALL","ALL","2000","2541610"
"","SMALL","ALL","2001","2562212"
"","SMALL","ALL","2002","2582386"
"","SMALL","ALL","2003","2610869.5"
"","SMALL","ALL","2004","2639826.5"
"","SMALL","ALL","2005","2670579"
"","SMALL","ALL","2006","2705347"
"","SMALL","ALL","2007","2746359"
"","SMALL","ALL","2008","2786476"
"","SMALL","ALL","2009","2824132"
"","SMALL","ALL","2010","2841781.5"
"","SMALL","ALL","2011","2867601.5"
"","SMALL","ALL","2012","2895203.5"
"","SMALL","ALL","2013","2913796.5"
"","SMALL","ALL","2014","2931631"
"","SMALL","ALL","2015","2951282"
"","SMALL","ALL","2016","2991226"
"","SMALL","ALL","2017","3033515"
"","SMALL","ALL","2018","3082089"
"","SMALL","ALL","2019","3130392"
"","SMALL","ALL","2020","3167901"
"","SMALL","ALL","2021","3190945"
"","SMALL","ALL","2022","3236725.5"
"","SMALL","ALL","2023","3246275"
"SMR","","ALL","1970","20000"
"SMR","","ALL","1971","20000"
"SMR","","ALL","1972","20000"
"SMR","","ALL","1973","20000"
"SMR","","ALL","1974","20000"
"SMR","","ALL","1975","20000"
"SMR","","ALL","1976","20000"
"SMR","","ALL","1977","21000"
"SMR","","ALL","1978","21000"
"SMR","","ALL","1979","21000"
"SMR","","ALL","1980","21000"
"SMR","","ALL","1981","21000"
"SMR","","ALL","1982","22000"
"SMR","","ALL","1983","22000"
"SMR","","ALL","1984","22000"
"SMR","","ALL","1985","22000"
"SMR","","ALL","1986","22600"
"SMR","","ALL","1987","22800"
"SMR","","ALL","1989","23000"
"SMR","","ALL","1990","23000"
"SMR","","ALL","1991","23000"
"SMR","","ALL","1992","23000"
"SMR","","ALL","1993","24100"
"SMR","","ALL","1994","24500"
"SMR","","ALL","1995","25058"
"SMR","","ALL","1996","25515"
"SMR","","ALL","1997","25921"
"SMR","","ALL","1998","26232"
"SMR","","ALL","1999","26628"
"SMR","","ALL","2000","26841"
"SMR","","ALL","2001","26000"
"SMR","","ALL","2002","27000"
"SMR","","ALL","2003","27000"
"SMR","","ALL","2004","27000"
"SMR","","ALL","2005","29842"
"SMR","","ALL","2006","31616"
"SMR","","ALL","2007","32055"
"SMR","","ALL","2008","28775"
"SMR","","ALL","2009","28976"
"SMR","","ALL","2010","32000"
"SMR","","ALL","2011","32031"
"SMR","","ALL","2012","32380"
"SMR","","ALL","2013","32403"
"SMR","","ALL","2014","31594"
"SMR","","ALL","2015","32831"
"SMR","","ALL","2016","33086"
"SMR","","ALL","2017","33230"
"SMR","","ALL","2018","33338"
"SMR","","ALL","2019","33477"
"SMR","","ALL","2020","33615"
"SMR","","ALL","2021","33609"
"SMR","","ALL","2022","33750"
"SMR","","ALL","2023","33895"
"SRB","","ALL","1985","9596034"
"SRB","","ALL","1986","9657403"
"SRB","","ALL","1987","9716138"
"SRB","","ALL","1988","9778349"
"SRB","","ALL","1989","9832581"
"SRB","","ALL","1990","9884993"
"SRB","","ALL","1991","9794277"
"SRB","","ALL","1992","9826397"
"SRB","","ALL","1993","9855359"
"SRB","","ALL","1994","9884657"
"SRB","","ALL","1995","9911878"
"SRB","","ALL","1996","9937639"
"SRB","","ALL","1997","9956662"
"SRB","","ALL","1998","7567745"
"SRB","","ALL","1999","7540401"
"SRB","","ALL","2000","7516346"
"SRB","","ALL","2001","7503433"
"SRB","","ALL","2002","7500031"
"SRB","","ALL","2003","7480591"
"SRB","","ALL","2004","7463157"
"SRB","","ALL","2005","7440769"
"SRB","","ALL","2006","7411569"
"SRB","","ALL","2007","7381579"
"SRB","","ALL","2008","7350222"
"SRB","","ALL","2009","7320807"
"SRB","","ALL","2010","7291436"
"SRB","","ALL","2011","7236519"
"SRB","","ALL","2012","7201497"
"SRB","","ALL","2013","7166552"
"SRB","","ALL","2014","7131787"
"SRB","","ALL","2015","7095383"
"SRB","","ALL","2016","7058322"
"SRB","","ALL","2017","7020858"
"SRB","","ALL","2018","6982604"
"SRB","","ALL","2019","6945235"
"SRB","","ALL","2020","6899126"
"SRB","","ALL","2021","6834326"
"SRB","","ALL","2022","6664449"
"SRB","","ALL","2023","6664449"
"SVK","","ALL","1980","4984331"
"SVK","","ALL","1981","5017032"
"SVK","","ALL","1982","5054770"
"SVK","","ALL","1983","5091537"
"SVK","","ALL","1984","5127719"
"SVK","","ALL","1985","5161789"
"SVK","","ALL","1986","5192789"
"SVK","","ALL","1987","5223609"
"SVK","","ALL","1988","5251120"
"SVK","","ALL","1989","5276186"
"SVK","","ALL","1990","5297774"
"SVK","","ALL","1991","5283404"
"SVK","","ALL","1992","5306539"
"SVK","","ALL","1993","5324632"
"SVK","","ALL","1994","5347413"
"SVK","","ALL","1995","5363676"
"SVK","","ALL","1996","5373793"
"SVK","","ALL","1997","5383233"
"SVK","","ALL","1998","5390866"
"SVK","","ALL","1999","5395324"
"SVK","","ALL","2000","5400679"
"SVK","","ALL","2001","5379780"
"SVK","","ALL","2002","5378809"
"SVK","","ALL","2003","5378950"
"SVK","","ALL","2004","5382574"
"SVK","","ALL","2005","5387285"
"SVK","","ALL","2006","5391184"
"SVK","","ALL","2007","5397766"
"SVK","","ALL","2008","5406972"
"SVK","","ALL","2009","5418374"
"SVK","","ALL","2010","5431024"
"SVK","","ALL","2011","5398383"
"SVK","","ALL","2012","5407579"
"SVK","","ALL","2013","5413392.5"
"SVK","","ALL","2014","5418649"
"SVK","","ALL","2015","5423800"
"SVK","","ALL","2016","5430797"
"SVK","","ALL","2017","5439231"
"SVK","","ALL","2018","5446770"
"SVK","","ALL","2019","5454147"
"SVK","","ALL","2020","5458827"
"SVK","","ALL","2021","5441990"
"SVK","","ALL","2022","5431751"
"SVK","","ALL","2023","5431751"
"SVN","","ALL","1980","1896133"
"SVN","","ALL","1981","1896133"
"SVN","","ALL","1982","1910335"
"SVN","","ALL","1983","1922322"
"SVN","","ALL","1984","1932154"
"SVN","","ALL","1985","1975300"
"SVN","","ALL","1986","1980718"
"SVN","","ALL","1987","1989462"
"SVN","","ALL","1988","1999988"
"SVN","","ALL","1989","1999404"
"SVN","","ALL","1990","1998090"
"SVN","","ALL","1991","2001768"
"SVN","","ALL","1992","1995832"
"SVN","","ALL","1993","1990623"
"SVN","","ALL","1994","1988850"
"SVN","","ALL","1995","1987505"
"SVN","","ALL","1996","1991169"
"SVN","","ALL","1997","1986848"
"SVN","","ALL","1998","1982603"
"SVN","","ALL","1999","1985557"
"SVN","","ALL","2000","1990272"
"SVN","","ALL","2001","1992035"
"SVN","","ALL","2002","1995718"
"SVN","","ALL","2003","1996773"
"SVN","","ALL","2004","1997004"
"SVN","","ALL","2005","2001114"
"SVN","","ALL","2006","2008516"
"SVN","","ALL","2007","2019406"
"SVN","","ALL","2008","2039399"
"SVN","","ALL","2009","2042335"
"SVN","","ALL","2010","2049261"
"SVN","","ALL","2011","2052496"
"SVN","","ALL","2012","2056262"
"SVN","","ALL","2013","2059114"
"SVN","","ALL","2014","2061623"
"SVN","","ALL","2015","2063077"
"SVN","","ALL","2016","2064241"
"SVN","","ALL","2017","2066161"
"SVN","","ALL","2018","2070050"
"SVN","","ALL","2019","2089310"
"SVN","","ALL","2020","2100126"
"SVN","","ALL","2021","2107007"
"SVN","","ALL","2022","2108732"
"SVN","","ALL","2023","2120937"
"SWE","","ALL","1970","8042800"
"SWE","","ALL","1971","8098300"
"SWE","","ALL","1972","8122300"
"SWE","","ALL","1973","8136800"
"SWE","","ALL","1974","8160600"
"SWE","","ALL","1975","8192500"
"SWE","","ALL","1976","8222300"
"SWE","","ALL","1977","8251600"
"SWE","","ALL","1978","8275800"
"SWE","","ALL","1979","8293700"
"SWE","","ALL","1980","8310500"
"SWE","","ALL","1981","8320500"
"SWE","","ALL","1982","8325300"
"SWE","","ALL","1983","8329000"
"SWE","","ALL","1984","8336600"
"SWE","","ALL","1985","8350400"
"SWE","","ALL","1986","8369800"
"SWE","","ALL","1987","8397800"
"SWE","","ALL","1988","8436400"
"SWE","","ALL","1989","8493000"
"SWE","","ALL","1990","8558800"
"SWE","","ALL","1991","8613700"
"SWE","","ALL","1992","8668100"
"SWE","","ALL","1993","8718600"
"SWE","","ALL","1994","8780800"
"SWE","","ALL","1995","8827000"
"SWE","","ALL","1996","8841000"
"SWE","","ALL","1997","8846200"
"SWE","","ALL","1998","8851200"
"SWE","","ALL","1999","8858051"
"SWE","","ALL","2000","8872294"
"SWE","","ALL","2001","8896127"
"SWE","","ALL","2002","8924958"
"SWE","","ALL","2003","8958228"
"SWE","","ALL","2004","8993531"
"SWE","","ALL","2005","9029572"
"SWE","","ALL","2006","9080504.5"
"SWE","","ALL","2007","9148092"
"SWE","","ALL","2008","9219638"
"SWE","","ALL","2009","9298515"
"SWE","","ALL","2010","9378126"
"SWE","","ALL","2011","9449213"
"SWE","","ALL","2012","9519375"
"SWE","","ALL","2013","9600378.5"
"SWE","","ALL","2014","9703247"
"SWE","","ALL","2015","9799186"
"SWE","","ALL","2016","9923085"
"SWE","","ALL","2017","10057698"
"SWE","","ALL","2018","10175214"
"SWE","","ALL","2019","10278887"
"SWE","","ALL","2020","10353441"
"SWE","","ALL","2021","10415811"
"SWE","","ALL","2022","10486941"
"SWE","","ALL","2023","10536632"
"TJK","","ALL","1981","4060437"
"TJK","","ALL","1982","4173180"
"TJK","","ALL","1983","4358600"
"TJK","","ALL","1984","4429790"
"TJK","","ALL","1985","4558095"
"TJK","","ALL","1986","4707880"
"TJK","","ALL","1987","4861584"
"TJK","","ALL","1988","5011691"
"TJK","","ALL","1989","5168842"
"TJK","","ALL","1990","5302480"
"TJK","","ALL","1991","5433302"
"TJK","","ALL","1992","5536428"
"TJK","","ALL","1993","5573453"
"TJK","","ALL","1994","5606765"
"TJK","","ALL","1995","5667645"
"TJK","","ALL","1996","5735274"
"TJK","","ALL","1997","5822490"
"TJK","","ALL","1998","5938609"
"TJK","","ALL","1999","6064049"
"TJK","","ALL","2000","6188367"
"TJK","","ALL","2001","6312757"
"TJK","","ALL","2002","6441009"
"TJK","","ALL","2003","6573225"
"TJK","","ALL","2004","6710162"
"TJK","","ALL","2005","6914124"
"TJK","","ALL","2006","6591000"
"TJK","","ALL","2007","7139772"
"TJK","","ALL","2008","7297826"
"TJK","","ALL","2009","7451717"
"TJK","","ALL","2010","7519280"
"TJK","","ALL","2011","7714198"
"TJK","","ALL","2012","7897313"
"TJK","","ALL","2013","8111894"
"TJK","","ALL","2014","8256573"
"TJK","","ALL","2015","8451630"
"TJK","","ALL","2016","8646995"
"TJK","","ALL","2017","8837012"
"TJK","","ALL","2018","9028894"
"TJK","","ALL","2019","9220162"
"TJK","","ALL","2020","9410048"
"TJK","","ALL","2021","9801829"
"TJK","","ALL","2022","9982600"
"TJK","","ALL","2023","9982600"
"TKM","","ALL","1980","2896600"
"TKM","","ALL","1981","2933959"
"TKM","","ALL","1982","3005156"
"TKM","","ALL","1983","3112800"
"TKM","","ALL","1984","3151445"
"TKM","","ALL","1985","3224589"
"TKM","","ALL","1986","3308700"
"TKM","","ALL","1987","3394852"
"TKM","","ALL","1988","3477300"
"TKM","","ALL","1989","3564600"
"TKM","","ALL","1990","3656935"
"TKM","","ALL","1991","3747297"
"TKM","","ALL","1992","3845700"
"TKM","","ALL","1993","3947300"
"TKM","","ALL","1994","4045100"
"TKM","","ALL","1995","4481295"
"TKM","","ALL","1996","4566569"
"TKM","","ALL","1997","4643388"
"TKM","","ALL","1998","4707778"
"TKM","","ALL","1999","4384000"
"TKM","","ALL","2000","4459000"
"TKM","","ALL","2001","4835000"
"TKM","","ALL","2002","4930000"
"TKM","","ALL","2003","4867000"
"TKM","","ALL","2004","4980648"
"TKM","","ALL","2005","4833000"
"TKM","","ALL","2006","4899000"
"TKM","","ALL","2007","4965278"
"TKM","","ALL","2008","5030972"
"TKM","","ALL","2009","5109880"
"TKM","","ALL","2010","5042000"
"TKM","","ALL","2011","5099686"
"TKM","","ALL","2012","5164039"
"TKM","","ALL","2013","5240073"
"TKM","","ALL","2014","5307188"
"TKM","","ALL","2015","5373502"
"TKM","","ALL","2016","5438670"
"TKM","","ALL","2017","5438670"
"TKM","","ALL","2018","5438670"
"TKM","","ALL","2019","5438670"
"TKM","","ALL","2020","5438670"
"TKM","","ALL","2021","6341855"
"TKM","","ALL","2022","6430770"
"TKM","","ALL","2023","7102595"
"TUR","","ALL","1970","35321000"
"TUR","","ALL","1971","36215000"
"TUR","","ALL","1972","37133000"
"TUR","","ALL","1973","38073000"
"TUR","","ALL","1974","39037000"
"TUR","","ALL","1975","40026000"
"TUR","","ALL","1976","40916000"
"TUR","","ALL","1977","41769000"
"TUR","","ALL","1978","42641000"
"TUR","","ALL","1979","43531000"
"TUR","","ALL","1980","44439000"
"TUR","","ALL","1981","45540000"
"TUR","","ALL","1982","46688000"
"TUR","","ALL","1983","47864000"
"TUR","","ALL","1984","49070000"
"TUR","","ALL","1985","50307000"
"TUR","","ALL","1986","51480000"
"TUR","","ALL","1987","52370000"
"TUR","","ALL","1988","53268000"
"TUR","","ALL","1989","54192000"
"TUR","","ALL","1990","55120000"
"TUR","","ALL","1991","56055000"
"TUR","","ALL","1992","56986000"
"TUR","","ALL","1993","57913000"
"TUR","","ALL","1994","58837000"
"TUR","","ALL","1995","59756000"
"TUR","","ALL","1996","60671000"
"TUR","","ALL","1997","61582000"
"TUR","","ALL","1998","62464000"
"TUR","","ALL","1999","63364000"
"TUR","","ALL","2000","64268751"
"TUR","","ALL","2001","65166331"
"TUR","","ALL","2002","66002506"
"TUR","","ALL","2003","66794551"
"TUR","","ALL","2004","67598736"
"TUR","","ALL","2005","68435380"
"TUR","","ALL","2006","69295253"
"TUR","","ALL","2007","70158112"
"TUR","","ALL","2008","71051678"
"TUR","","ALL","2009","72039206"
"TUR","","ALL","2010","73142150"
"TUR","","ALL","2011","74223628.5"
"TUR","","ALL","2012","75175826.5"
"TUR","","ALL","2013","76054616.5"
"TUR","","ALL","2014","77523788"
"TUR","","ALL","2015","78218479"
"TUR","","ALL","2016","79277962"
"TUR","","ALL","2017","80312698"
"TUR","","ALL","2018","81407204"
"TUR","","ALL","2019","82579440"
"TUR","","ALL","2020","83384680"
"TUR","","ALL","2021","84147317"
"TUR","","ALL","2022","84979913"
"TUR","","ALL","2023","85325965"
"UKR","","ALL","1980","49898229"
"UKR","","ALL","1981","50169755"
"UKR","","ALL","1982","50357502"
"UKR","","ALL","1983","50644000"
"UKR","","ALL","1984","50728536"
"UKR","","ALL","1985","50914053"
"UKR","","ALL","1986","51076500"
"UKR","","ALL","1987","51237600"
"UKR","","ALL","1988","51377600"
"UKR","","ALL","1989","51515500"
"UKR","","ALL","1990","51636800"
"UKR","","ALL","1991","51745900"
"UKR","","ALL","1992","51895700"
"UKR","","ALL","1993","51924557"
"UKR","","ALL","1994","51666707"
"UKR","","ALL","1995","51276558"
"UKR","","ALL","1996","50859108"
"UKR","","ALL","1997","50442000"
"UKR","","ALL","1998","50048068"
"UKR","","ALL","1999","49653508"
"UKR","","ALL","2000","49246305"
"UKR","","ALL","2001","48830244"
"UKR","","ALL","2002","47986270"
"UKR","","ALL","2003","47632594"
"UKR","","ALL","2004","47271271"
"UKR","","ALL","2005","46924816"
"UKR","","ALL","2006","46607431"
"UKR","","ALL","2007","46329000"
"UKR","","ALL","2008","46077834"
"UKR","","ALL","2009","45872976"
"UKR","","ALL","2010","45690386"
"UKR","","ALL","2011","45525731"
"UKR","","ALL","2012","45412987"
"UKR","","ALL","2013","45245894"
"UKR","","ALL","2014","45002497"
"UKR","","ALL","2015","42675270"
"UKR","","ALL","2016","44624373"
"UKR","","ALL","2017","44624373"
"UKR","","ALL","2018","44624373"
"UKR","","ALL","2019","44624373"
"UKR","","ALL","2020","44624373"
"UKR","","ALL","2021","43531422"
"UKR","","ALL","2022","39701739"
"UKR","","ALL","2023","39701739"
"UZB","","ALL","1980","15936321"
"UZB","","ALL","1981","16334494"
"UZB","","ALL","1982","16758564"
"UZB","","ALL","1983","17209638"
"UZB","","ALL","1984","17660713"
"UZB","","ALL","1985","18111787"
"UZB","","ALL","1986","18607624"
"UZB","","ALL","1987","19101675"
"UZB","","ALL","1988","19564550"
"UZB","","ALL","1989","20006333"
"UZB","","ALL","1990","20420173"
"UZB","","ALL","1991","20613100"
"UZB","","ALL","1992","21716600"
"UZB","","ALL","1993","21907026"
"UZB","","ALL","1994","22467329"
"UZB","","ALL","1995","22912101"
"UZB","","ALL","1996","23130198"
"UZB","","ALL","1997","23560368"
"UZB","","ALL","1998","23953922"
"UZB","","ALL","1999","24311639"
"UZB","","ALL","2000","24650415"
"UZB","","ALL","2001","24964433"
"UZB","","ALL","2002","25271833"
"UZB","","ALL","2003","25567664"
"UZB","","ALL","2004","25864386"
"UZB","","ALL","2005","26167020"
"UZB","","ALL","2006","26485800"
"UZB","","ALL","2007","26867800"
"UZB","","ALL","2008","27302700"
"UZB","","ALL","2009","27767408"
"UZB","","ALL","2010","28562405"
"UZB","","ALL","2011","29339367"
"UZB","","ALL","2012","29774448"
"UZB","","ALL","2013","30243172"
"UZB","","ALL","2014","29469913"
"UZB","","ALL","2015","31022525"
"UZB","","ALL","2016","31575332"
"UZB","","ALL","2017","32120463"
"UZB","","ALL","2018","32656660"
"UZB","","ALL","2019","33255538"
"UZB","","ALL","2020","33255538"
"UZB","","ALL","2021","34081449"
"UZB","","ALL","2022","34627652"
"UZB","","ALL","2023","34627652"
"","WESTERN_BALKANS","ALL","1985","19414570"
"","WESTERN_BALKANS","ALL","1986","19590477"
"","WESTERN_BALKANS","ALL","1987","19770581"
"","WESTERN_BALKANS","ALL","1988","19952570"
"","WESTERN_BALKANS","ALL","1989","20106676"
"","WESTERN_BALKANS","ALL","1990","20321908"
"","WESTERN_BALKANS","ALL","1991","20104563"
"","WESTERN_BALKANS","ALL","1992","19882587.8"
"","WESTERN_BALKANS","ALL","1993","19702763.6"
"","WESTERN_BALKANS","ALL","1994","19585327.4"
"","WESTERN_BALKANS","ALL","1995","19484743.2"
"","WESTERN_BALKANS","ALL","1996","19367307"
"","WESTERN_BALKANS","ALL","1997","19705284"
"","WESTERN_BALKANS","ALL","1998","17231943"
"","WESTERN_BALKANS","ALL","1999","17328057"
"","WESTERN_BALKANS","ALL","2000","17050070"
"","WESTERN_BALKANS","ALL","2001","16982770"
"","WESTERN_BALKANS","ALL","2002","17029901"
"","WESTERN_BALKANS","ALL","2003","17042458"
"","WESTERN_BALKANS","ALL","2004","17154082"
"","WESTERN_BALKANS","ALL","2005","17019392"
"","WESTERN_BALKANS","ALL","2006","16837316"
"","WESTERN_BALKANS","ALL","2007","16789380"
"","WESTERN_BALKANS","ALL","2008","16815510"
"","WESTERN_BALKANS","ALL","2009","16768697"
"","WESTERN_BALKANS","ALL","2010","16722111"
"","WESTERN_BALKANS","ALL","2011","16659658"
"","WESTERN_BALKANS","ALL","2012","16619772"
"","WESTERN_BALKANS","ALL","2013","16595334"
"","WESTERN_BALKANS","ALL","2014","16539934"
"","WESTERN_BALKANS","ALL","2015","16488409"
"","WESTERN_BALKANS","ALL","2016","16116136"
"","WESTERN_BALKANS","ALL","2017","16032020"
"","WESTERN_BALKANS","ALL","2018","15975683"
"","WESTERN_BALKANS","ALL","2019","15926529"
"","WESTERN_BALKANS","ALL","2020","15879698"
"","WESTERN_BALKANS","ALL","2021","15639476"
"","WESTERN_BALKANS","ALL","2022","15451084"
"","WESTERN_BALKANS","ALL","2023","15451084"
"","WHO_EURO","ALL","1991","852563861"
"","WHO_EURO","ALL","1992","856100808.8"
"","WHO_EURO","ALL","1993","858482672.6"
"","WHO_EURO","ALL","1994","860686724.4"
"","WHO_EURO","ALL","1995","862490711.2"
"","WHO_EURO","ALL","1996","863101297"
"","WHO_EURO","ALL","1997","864408872"
"","WHO_EURO","ALL","1998","863115595"
"","WHO_EURO","ALL","1999","863979344"
"","WHO_EURO","ALL","2000","865472332"
"","WHO_EURO","ALL","2001","866905878"
"","WHO_EURO","ALL","2002","869348748"
"","WHO_EURO","ALL","2003","869873720"
"","WHO_EURO","ALL","2004","874266729"
"","WHO_EURO","ALL","2005","876359221"
"","WHO_EURO","ALL","2006","879353183.5"
"","WHO_EURO","ALL","2007","883130276"
"","WHO_EURO","ALL","2008","887301473"
"","WHO_EURO","ALL","2009","891105365.5"
"","WHO_EURO","ALL","2010","894908038"
"","WHO_EURO","ALL","2011","898230768.5"
"","WHO_EURO","ALL","2012","902333331.3"
"","WHO_EURO","ALL","2013","905798237.6"
"","WHO_EURO","ALL","2014","910502064.5"
"","WHO_EURO","ALL","2015","911405440.5"
"","WHO_EURO","ALL","2016","917211673.5"
"","WHO_EURO","ALL","2017","920323081.5"
"","WHO_EURO","ALL","2018","923292186.5"
"","WHO_EURO","ALL","2019","926566904"
"","WHO_EURO","ALL","2020","927862061.5"
"","WHO_EURO","ALL","2021","929660452.1"
"","WHO_EURO","ALL","2022","928672636.5"
"","WHO_EURO","ALL","2023","930673044"

"Last update","2024.10.07 14:30:28 GMT"
"Description","Mid-year population, by sex"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_1?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2024. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
